segment,feature,kpi,spearman_corr,abs_corr,n,is_strong,insight
vertical=ecommerce,has_discount_text,overall_ctr,0.042078565650071766,0.042078565650071766,180,0,"In vertical=ecommerce, higher has_discount_text is associated with higher overall_ctr (spearman=0.042, n=180)."
vertical=fintech,middle_zone_element_count,cvr_decay_pct,-0.041971730161487246,0.041971730161487246,180,0,"In vertical=fintech, higher middle_zone_element_count is associated with lower cvr_decay_pct (spearman=-0.042, n=180)."
vertical=ecommerce,product_zone_coverage,cvr_decay_pct,0.04194397824922651,0.04194397824922651,180,0,"In vertical=ecommerce, higher product_zone_coverage is associated with higher cvr_decay_pct (spearman=0.042, n=180)."
vertical=travel,has_discount_text,overall_roas,0.0419138361499406,0.0419138361499406,180,0,"In vertical=travel, higher has_discount_text is associated with higher overall_roas (spearman=0.042, n=180)."
vertical=travel,bottom_text_ratio,overall_cvr,-0.04191343829948272,0.04191343829948272,180,0,"In vertical=travel, higher bottom_text_ratio is associated with lower overall_cvr (spearman=-0.042, n=180)."
vertical=ecommerce,top_zone_element_count,perf_score,0.041532948386884504,0.041532948386884504,180,0,"In vertical=ecommerce, higher top_zone_element_count is associated with higher perf_score (spearman=0.042, n=180)."
vertical=ecommerce,middle_zone_element_count,overall_roas,0.0415025187049493,0.0415025187049493,180,0,"In vertical=ecommerce, higher middle_zone_element_count is associated with higher overall_roas (spearman=0.042, n=180)."
all,cta_headline_distance,cvr_decay_pct,-0.04141418729797644,0.04141418729797644,1080,0,"In all, higher cta_headline_distance is associated with lower cvr_decay_pct (spearman=-0.041, n=1080)."
all,product_zone_coverage,overall_cvr,0.04140334918961468,0.04140334918961468,1080,0,"In all, higher product_zone_coverage is associated with higher overall_cvr (spearman=0.041, n=1080)."
vertical=gaming,has_discount_text,overall_ipm,-0.04135785297576477,0.04135785297576477,180,0,"In vertical=gaming, higher has_discount_text is associated with lower overall_ipm (spearman=-0.041, n=180)."
vertical=ecommerce,product_zone_coverage,overall_roas,-0.04133198829368524,0.04133198829368524,180,0,"In vertical=ecommerce, higher product_zone_coverage is associated with lower overall_roas (spearman=-0.041, n=180)."
vertical=gaming,grounded_element_count,cvr_decay_pct,-0.04130159935307176,0.04130159935307176,180,0,"In vertical=gaming, higher grounded_element_count is associated with lower cvr_decay_pct (spearman=-0.041, n=180)."
vertical=entertainment,text_area_total_rel,cvr_decay_pct,-0.04109797627498791,0.04109797627498791,180,0,"In vertical=entertainment, higher text_area_total_rel is associated with lower cvr_decay_pct (spearman=-0.041, n=180)."
vertical=entertainment,middle_zone_element_count,perf_score,0.04096438213811698,0.04096438213811698,180,0,"In vertical=entertainment, higher middle_zone_element_count is associated with higher perf_score (spearman=0.041, n=180)."
vertical=travel,text_density_meta,overall_cvr,-0.040581535276525485,0.040581535276525485,180,0,"In vertical=travel, higher text_density_meta is associated with lower overall_cvr (spearman=-0.041, n=180)."
vertical=gaming,has_promo_text,cvr_decay_pct,0.04054626689746802,0.04054626689746802,180,0,"In vertical=gaming, higher has_promo_text is associated with higher cvr_decay_pct (spearman=0.041, n=180)."
vertical=fintech,top_zone_element_count,ctr_decay_pct,-0.04047470595679282,0.04047470595679282,180,0,"In vertical=fintech, higher top_zone_element_count is associated with lower ctr_decay_pct (spearman=-0.040, n=180)."
vertical=entertainment,has_discount_badge_meta,overall_ctr,-0.04039556663418583,0.04039556663418583,180,0,"In vertical=entertainment, higher has_discount_badge_meta is associated with lower overall_ctr (spearman=-0.040, n=180)."
vertical=food_delivery,grounded_element_count,overall_roas,-0.039891423322962236,0.039891423322962236,180,0,"In vertical=food_delivery, higher grounded_element_count is associated with lower overall_roas (spearman=-0.040, n=180)."
vertical=food_delivery,brand_visibility_meta,overall_cvr,0.03964893454925494,0.03964893454925494,180,0,"In vertical=food_delivery, higher brand_visibility_meta is associated with higher overall_cvr (spearman=0.040, n=180)."
vertical=food_delivery,has_discount_text,cvr_decay_pct,0.039552872879433904,0.039552872879433904,180,0,"In vertical=food_delivery, higher has_discount_text is associated with higher cvr_decay_pct (spearman=0.040, n=180)."
vertical=entertainment,headline_area_relative,overall_roas,0.03948580939612235,0.03948580939612235,180,0,"In vertical=entertainment, higher headline_area_relative is associated with higher overall_roas (spearman=0.039, n=180)."
vertical=ecommerce,cta_x_relative,ctr_decay_pct,-0.039448645887767315,0.039448645887767315,180,0,"In vertical=ecommerce, higher cta_x_relative is associated with lower ctr_decay_pct (spearman=-0.039, n=180)."
vertical=fintech,bottom_zone_element_count,cvr_decay_pct,0.0394465495280669,0.0394465495280669,180,0,"In vertical=fintech, higher bottom_zone_element_count is associated with higher cvr_decay_pct (spearman=0.039, n=180)."
vertical=entertainment,has_promo_text,overall_cvr,-0.039384876745417824,0.039384876745417824,180,0,"In vertical=entertainment, higher has_promo_text is associated with lower overall_cvr (spearman=-0.039, n=180)."
vertical=entertainment,bottom_zone_element_count,cvr_decay_pct,-0.0390343697049097,0.0390343697049097,180,0,"In vertical=entertainment, higher bottom_zone_element_count is associated with lower cvr_decay_pct (spearman=-0.039, n=180)."
vertical=travel,bottom_zone_element_count,overall_ctr,-0.03898922626818497,0.03898922626818497,180,0,"In vertical=travel, higher bottom_zone_element_count is associated with lower overall_ctr (spearman=-0.039, n=180)."
vertical=entertainment,cta_x_relative,cvr_decay_pct,0.03872757842848123,0.03872757842848123,180,0,"In vertical=entertainment, higher cta_x_relative is associated with higher cvr_decay_pct (spearman=0.039, n=180)."
vertical=ecommerce,bottom_zone_element_count,overall_roas,-0.03833927783512997,0.03833927783512997,180,0,"In vertical=ecommerce, higher bottom_zone_element_count is associated with lower overall_roas (spearman=-0.038, n=180)."
vertical=ecommerce,text_area_total_rel,overall_ctr,0.03821105589678694,0.03821105589678694,180,0,"In vertical=ecommerce, higher text_area_total_rel is associated with higher overall_ctr (spearman=0.038, n=180)."
vertical=entertainment,badge_in_top_right,ctr_decay_pct,0.03806069020585527,0.03806069020585527,180,0,"In vertical=entertainment, higher badge_in_top_right is associated with higher ctr_decay_pct (spearman=0.038, n=180)."
vertical=fintech,subhead_y_relative,cvr_decay_pct,0.03755263309457533,0.03755263309457533,180,0,"In vertical=fintech, higher subhead_y_relative is associated with higher cvr_decay_pct (spearman=0.038, n=180)."
vertical=food_delivery,badge_in_top_right,ctr_decay_pct,-0.03746874380895302,0.03746874380895302,180,0,"In vertical=food_delivery, higher badge_in_top_right is associated with lower ctr_decay_pct (spearman=-0.037, n=180)."
vertical=ecommerce,text_density_meta,ctr_decay_pct,-0.037302004151965086,0.037302004151965086,180,0,"In vertical=ecommerce, higher text_density_meta is associated with lower ctr_decay_pct (spearman=-0.037, n=180)."
vertical=fintech,cta_x_relative,cvr_decay_pct,0.03722013522756679,0.03722013522756679,180,0,"In vertical=fintech, higher cta_x_relative is associated with higher cvr_decay_pct (spearman=0.037, n=180)."
vertical=gaming,text_area_total_rel,ctr_decay_pct,-0.03718427523483235,0.03718427523483235,180,0,"In vertical=gaming, higher text_area_total_rel is associated with lower ctr_decay_pct (spearman=-0.037, n=180)."
vertical=food_delivery,has_price_text,cvr_decay_pct,-0.03691414991411651,0.03691414991411651,180,0,"In vertical=food_delivery, higher has_price_text is associated with lower cvr_decay_pct (spearman=-0.037, n=180)."
vertical=food_delivery,subhead_y_relative,overall_cvr,-0.036602309902670334,0.036602309902670334,180,0,"In vertical=food_delivery, higher subhead_y_relative is associated with lower overall_cvr (spearman=-0.037, n=180)."
all,brand_visibility_meta,overall_cvr,-0.03655356741105236,0.03655356741105236,1080,0,"In all, higher brand_visibility_meta is associated with lower overall_cvr (spearman=-0.037, n=1080)."
vertical=gaming,cta_x_relative,overall_ctr,0.036492942462876106,0.036492942462876106,180,0,"In vertical=gaming, higher cta_x_relative is associated with higher overall_ctr (spearman=0.036, n=180)."
vertical=fintech,cta_y_relative,overall_ctr,-0.036466400923202795,0.036466400923202795,180,0,"In vertical=fintech, higher cta_y_relative is associated with lower overall_ctr (spearman=-0.036, n=180)."
vertical=gaming,has_discount_text,cvr_decay_pct,0.03620213146659084,0.03620213146659084,180,0,"In vertical=gaming, higher has_discount_text is associated with higher cvr_decay_pct (spearman=0.036, n=180)."
all,product_zone_coverage,perf_score,-0.03591024120756474,0.03591024120756474,1080,0,"In all, higher product_zone_coverage is associated with lower perf_score (spearman=-0.036, n=1080)."
vertical=food_delivery,ocr_element_count,overall_ctr,0.035721641133199124,0.035721641133199124,180,0,"In vertical=food_delivery, higher ocr_element_count is associated with higher overall_ctr (spearman=0.036, n=180)."
vertical=fintech,cta_headline_distance,overall_cvr,-0.03570502518107933,0.03570502518107933,180,0,"In vertical=fintech, higher cta_headline_distance is associated with lower overall_cvr (spearman=-0.036, n=180)."
vertical=travel,bottom_zone_element_count,perf_score,0.03566386104855568,0.03566386104855568,180,0,"In vertical=travel, higher bottom_zone_element_count is associated with higher perf_score (spearman=0.036, n=180)."
vertical=ecommerce,text_area_total_rel,cvr_decay_pct,-0.035636902373530045,0.035636902373530045,180,0,"In vertical=ecommerce, higher text_area_total_rel is associated with lower cvr_decay_pct (spearman=-0.036, n=180)."
vertical=food_delivery,cta_y_relative,cvr_decay_pct,-0.03554186017636924,0.03554186017636924,180,0,"In vertical=food_delivery, higher cta_y_relative is associated with lower cvr_decay_pct (spearman=-0.036, n=180)."
vertical=travel,has_discount_badge_meta,overall_roas,0.03528302472779133,0.03528302472779133,180,0,"In vertical=travel, higher has_discount_badge_meta is associated with higher overall_roas (spearman=0.035, n=180)."
vertical=ecommerce,logo_in_top_left,overall_ctr,-0.03523056555267176,0.03523056555267176,180,0,"In vertical=ecommerce, higher logo_in_top_left is associated with lower overall_ctr (spearman=-0.035, n=180)."
all,logo_in_top_left,cvr_decay_pct,-0.03507426182116942,0.03507426182116942,1080,0,"In all, higher logo_in_top_left is associated with lower cvr_decay_pct (spearman=-0.035, n=1080)."
vertical=food_delivery,avg_text_area_rel,overall_ctr,0.034922888566519546,0.034922888566519546,180,0,"In vertical=food_delivery, higher avg_text_area_rel is associated with higher overall_ctr (spearman=0.035, n=180)."
vertical=ecommerce,grounded_element_count,ctr_decay_pct,0.03469934641220163,0.03469934641220163,180,0,"In vertical=ecommerce, higher grounded_element_count is associated with higher ctr_decay_pct (spearman=0.035, n=180)."
vertical=fintech,brand_visibility_meta,ctr_decay_pct,-0.034540720643083084,0.034540720643083084,180,0,"In vertical=fintech, higher brand_visibility_meta is associated with lower ctr_decay_pct (spearman=-0.035, n=180)."
vertical=ecommerce,has_discount_badge_meta,cvr_decay_pct,0.03448289987215183,0.03448289987215183,180,0,"In vertical=ecommerce, higher has_discount_badge_meta is associated with higher cvr_decay_pct (spearman=0.034, n=180)."
all,middle_zone_element_count,overall_ipm,-0.03437897922711473,0.03437897922711473,1080,0,"In all, higher middle_zone_element_count is associated with lower overall_ipm (spearman=-0.034, n=1080)."
vertical=ecommerce,bottom_zone_element_count,cvr_decay_pct,0.03431747807325782,0.03431747807325782,180,0,"In vertical=ecommerce, higher bottom_zone_element_count is associated with higher cvr_decay_pct (spearman=0.034, n=180)."
vertical=food_delivery,has_promo_text,perf_score,0.03430747974006506,0.03430747974006506,180,0,"In vertical=food_delivery, higher has_promo_text is associated with higher perf_score (spearman=0.034, n=180)."
vertical=travel,cta_y_relative,cvr_decay_pct,-0.03421514060406366,0.03421514060406366,180,0,"In vertical=travel, higher cta_y_relative is associated with lower cvr_decay_pct (spearman=-0.034, n=180)."
all,badge_in_top_right,ctr_decay_pct,-0.03407162418995746,0.03407162418995746,1080,0,"In all, higher badge_in_top_right is associated with lower ctr_decay_pct (spearman=-0.034, n=1080)."
vertical=fintech,has_promo_text,overall_cvr,0.03389851129818325,0.03389851129818325,180,0,"In vertical=fintech, higher has_promo_text is associated with higher overall_cvr (spearman=0.034, n=180)."
vertical=ecommerce,badge_in_top_right,overall_ipm,0.03382459324861873,0.03382459324861873,180,0,"In vertical=ecommerce, higher badge_in_top_right is associated with higher overall_ipm (spearman=0.034, n=180)."
vertical=food_delivery,brand_visibility_meta,overall_ipm,-0.03376697801869754,0.03376697801869754,180,0,"In vertical=food_delivery, higher brand_visibility_meta is associated with lower overall_ipm (spearman=-0.034, n=180)."
vertical=ecommerce,top_zone_element_count,overall_ipm,0.033714687556277004,0.033714687556277004,180,0,"In vertical=ecommerce, higher top_zone_element_count is associated with higher overall_ipm (spearman=0.034, n=180)."
vertical=travel,has_price_text,overall_ctr,0.033698011769649316,0.033698011769649316,180,0,"In vertical=travel, higher has_price_text is associated with higher overall_ctr (spearman=0.034, n=180)."
vertical=travel,has_price_meta,overall_ctr,0.033698011769649316,0.033698011769649316,180,0,"In vertical=travel, higher has_price_meta is associated with higher overall_ctr (spearman=0.034, n=180)."
vertical=fintech,has_discount_badge_meta,perf_score,0.03354448760530201,0.03354448760530201,180,0,"In vertical=fintech, higher has_discount_badge_meta is associated with higher perf_score (spearman=0.034, n=180)."
vertical=travel,badge_y_relative,ctr_decay_pct,-0.03350300764784457,0.03350300764784457,180,0,"In vertical=travel, higher badge_y_relative is associated with lower ctr_decay_pct (spearman=-0.034, n=180)."
vertical=gaming,has_discount_badge_meta,overall_ctr,-0.03345572694031592,0.03345572694031592,180,0,"In vertical=gaming, higher has_discount_badge_meta is associated with lower overall_ctr (spearman=-0.033, n=180)."
vertical=food_delivery,logo_in_top_left,perf_score,-0.03345531370986556,0.03345531370986556,180,0,"In vertical=food_delivery, higher logo_in_top_left is associated with lower perf_score (spearman=-0.033, n=180)."
vertical=ecommerce,badge_y_relative,ctr_decay_pct,0.033093810084561776,0.033093810084561776,180,0,"In vertical=ecommerce, higher badge_y_relative is associated with higher ctr_decay_pct (spearman=0.033, n=180)."
all,badge_y_relative,cvr_decay_pct,-0.033069418689208874,0.033069418689208874,1080,0,"In all, higher badge_y_relative is associated with lower cvr_decay_pct (spearman=-0.033, n=1080)."
vertical=gaming,top_zone_element_count,cvr_decay_pct,-0.03295803791829152,0.03295803791829152,180,0,"In vertical=gaming, higher top_zone_element_count is associated with lower cvr_decay_pct (spearman=-0.033, n=180)."
vertical=ecommerce,brand_visibility_meta,cvr_decay_pct,0.032721932006123576,0.032721932006123576,180,0,"In vertical=ecommerce, higher brand_visibility_meta is associated with higher cvr_decay_pct (spearman=0.033, n=180)."
all,badge_in_top_right,overall_roas,0.03257138164010853,0.03257138164010853,1080,0,"In all, higher badge_in_top_right is associated with higher overall_roas (spearman=0.033, n=1080)."
vertical=ecommerce,headline_area_relative,cvr_decay_pct,-0.03250781899620568,0.03250781899620568,180,0,"In vertical=ecommerce, higher headline_area_relative is associated with lower cvr_decay_pct (spearman=-0.033, n=180)."
all,text_density_meta,overall_roas,-0.03234146800539483,0.03234146800539483,1080,0,"In all, higher text_density_meta is associated with lower overall_roas (spearman=-0.032, n=1080)."
vertical=fintech,grounded_element_count,cvr_decay_pct,-0.03226716462058024,0.03226716462058024,180,0,"In vertical=fintech, higher grounded_element_count is associated with lower cvr_decay_pct (spearman=-0.032, n=180)."
vertical=fintech,badge_y_relative,cvr_decay_pct,0.03224086871577896,0.03224086871577896,180,0,"In vertical=fintech, higher badge_y_relative is associated with higher cvr_decay_pct (spearman=0.032, n=180)."
vertical=entertainment,avg_text_area_rel,cvr_decay_pct,0.03199687233145056,0.03199687233145056,180,0,"In vertical=entertainment, higher avg_text_area_rel is associated with higher cvr_decay_pct (spearman=0.032, n=180)."
vertical=gaming,avg_text_area_rel,ctr_decay_pct,-0.031682047799829215,0.031682047799829215,180,0,"In vertical=gaming, higher avg_text_area_rel is associated with lower ctr_decay_pct (spearman=-0.032, n=180)."
vertical=ecommerce,has_promo_text,overall_ctr,0.03156824513825982,0.03156824513825982,180,0,"In vertical=ecommerce, higher has_promo_text is associated with higher overall_ctr (spearman=0.032, n=180)."
vertical=ecommerce,has_promo_text,cvr_decay_pct,-0.03156824513825982,0.03156824513825982,180,0,"In vertical=ecommerce, higher has_promo_text is associated with lower cvr_decay_pct (spearman=-0.032, n=180)."
vertical=ecommerce,badge_y_relative,perf_score,0.031370345796702934,0.031370345796702934,180,0,"In vertical=ecommerce, higher badge_y_relative is associated with higher perf_score (spearman=0.031, n=180)."
all,bottom_text_ratio,overall_ctr,0.03135618604542862,0.03135618604542862,1080,0,"In all, higher bottom_text_ratio is associated with higher overall_ctr (spearman=0.031, n=1080)."
vertical=entertainment,has_promo_text,perf_score,0.03114413153109533,0.03114413153109533,180,0,"In vertical=entertainment, higher has_promo_text is associated with higher perf_score (spearman=0.031, n=180)."
vertical=entertainment,bottom_zone_element_count,overall_cvr,0.030566329811618623,0.030566329811618623,180,0,"In vertical=entertainment, higher bottom_zone_element_count is associated with higher overall_cvr (spearman=0.031, n=180)."
all,badge_in_top_right,cvr_decay_pct,0.03051319764610091,0.03051319764610091,1080,0,"In all, higher badge_in_top_right is associated with higher cvr_decay_pct (spearman=0.031, n=1080)."
all,headline_y_relative,cvr_decay_pct,0.030426773955468556,0.030426773955468556,1080,0,"In all, higher headline_y_relative is associated with higher cvr_decay_pct (spearman=0.030, n=1080)."
vertical=food_delivery,has_discount_badge_meta,overall_ctr,-0.030330950475810126,0.030330950475810126,180,0,"In vertical=food_delivery, higher has_discount_badge_meta is associated with lower overall_ctr (spearman=-0.030, n=180)."
all,grounded_element_count,perf_score,-0.03023882766233346,0.03023882766233346,1080,0,"In all, higher grounded_element_count is associated with lower perf_score (spearman=-0.030, n=1080)."
vertical=ecommerce,bottom_text_ratio,overall_ipm,0.030089563132073623,0.030089563132073623,180,0,"In vertical=ecommerce, higher bottom_text_ratio is associated with higher overall_ipm (spearman=0.030, n=180)."
vertical=entertainment,avg_text_area_rel,overall_ctr,-0.030060598578145414,0.030060598578145414,180,0,"In vertical=entertainment, higher avg_text_area_rel is associated with lower overall_ctr (spearman=-0.030, n=180)."
vertical=gaming,cta_x_relative,ctr_decay_pct,0.029895529313052675,0.029895529313052675,180,0,"In vertical=gaming, higher cta_x_relative is associated with higher ctr_decay_pct (spearman=0.030, n=180)."
vertical=food_delivery,cta_x_relative,perf_score,0.02922501559197199,0.02922501559197199,180,0,"In vertical=food_delivery, higher cta_x_relative is associated with higher perf_score (spearman=0.029, n=180)."
vertical=food_delivery,cta_area_relative,overall_ipm,0.02899961370334054,0.02899961370334054,180,0,"In vertical=food_delivery, higher cta_area_relative is associated with higher overall_ipm (spearman=0.029, n=180)."
all,product_zone_coverage,overall_ctr,-0.02851645926793372,0.02851645926793372,1080,0,"In all, higher product_zone_coverage is associated with lower overall_ctr (spearman=-0.029, n=1080)."
vertical=fintech,has_price_meta,overall_cvr,-0.028402316182918278,0.028402316182918278,180,0,"In vertical=fintech, higher has_price_meta is associated with lower overall_cvr (spearman=-0.028, n=180)."
vertical=food_delivery,grounded_element_count,perf_score,0.028381547655263017,0.028381547655263017,180,0,"In vertical=food_delivery, higher grounded_element_count is associated with higher perf_score (spearman=0.028, n=180)."
vertical=food_delivery,logo_in_top_left,overall_roas,-0.028353898619205918,0.028353898619205918,180,0,"In vertical=food_delivery, higher logo_in_top_left is associated with lower overall_roas (spearman=-0.028, n=180)."
vertical=gaming,subhead_y_relative,overall_ipm,-0.02833825717821952,0.02833825717821952,180,0,"In vertical=gaming, higher subhead_y_relative is associated with lower overall_ipm (spearman=-0.028, n=180)."
vertical=food_delivery,brand_visibility_meta,perf_score,-0.028333674572843432,0.028333674572843432,180,0,"In vertical=food_delivery, higher brand_visibility_meta is associated with lower perf_score (spearman=-0.028, n=180)."
vertical=entertainment,badge_in_top_right,cvr_decay_pct,-0.028301538871020583,0.028301538871020583,180,0,"In vertical=entertainment, higher badge_in_top_right is associated with lower cvr_decay_pct (spearman=-0.028, n=180)."
vertical=food_delivery,headline_area_relative,overall_ctr,-0.02810049045966874,0.02810049045966874,180,0,"In vertical=food_delivery, higher headline_area_relative is associated with lower overall_ctr (spearman=-0.028, n=180)."
vertical=fintech,logo_in_top_left,cvr_decay_pct,0.028040319856792038,0.028040319856792038,180,0,"In vertical=fintech, higher logo_in_top_left is associated with higher cvr_decay_pct (spearman=0.028, n=180)."
vertical=fintech,top_zone_element_count,cvr_decay_pct,-0.027982512760251824,0.027982512760251824,180,0,"In vertical=fintech, higher top_zone_element_count is associated with lower cvr_decay_pct (spearman=-0.028, n=180)."
vertical=fintech,has_price_text,cvr_decay_pct,0.027896735163438997,0.027896735163438997,180,0,"In vertical=fintech, higher has_price_text is associated with higher cvr_decay_pct (spearman=0.028, n=180)."
vertical=entertainment,avg_text_area_rel,perf_score,0.027806513907809815,0.027806513907809815,180,0,"In vertical=entertainment, higher avg_text_area_rel is associated with higher perf_score (spearman=0.028, n=180)."
vertical=food_delivery,grounded_element_count,overall_ipm,0.02772885423264674,0.02772885423264674,180,0,"In vertical=food_delivery, higher grounded_element_count is associated with higher overall_ipm (spearman=0.028, n=180)."
vertical=gaming,cta_area_relative,cvr_decay_pct,-0.027380117000586894,0.027380117000586894,180,0,"In vertical=gaming, higher cta_area_relative is associated with lower cvr_decay_pct (spearman=-0.027, n=180)."
vertical=travel,ocr_element_count,overall_ctr,-0.02736410410817267,0.02736410410817267,180,0,"In vertical=travel, higher ocr_element_count is associated with lower overall_ctr (spearman=-0.027, n=180)."
vertical=food_delivery,cta_y_relative,ctr_decay_pct,0.027225638783530563,0.027225638783530563,180,0,"In vertical=food_delivery, higher cta_y_relative is associated with higher ctr_decay_pct (spearman=0.027, n=180)."
vertical=gaming,ocr_element_count,overall_roas,-0.027225219569508442,0.027225219569508442,180,0,"In vertical=gaming, higher ocr_element_count is associated with lower overall_roas (spearman=-0.027, n=180)."
vertical=food_delivery,subhead_y_relative,cvr_decay_pct,0.02718398402305719,0.02718398402305719,180,0,"In vertical=food_delivery, higher subhead_y_relative is associated with higher cvr_decay_pct (spearman=0.027, n=180)."
vertical=travel,headline_area_relative,overall_roas,0.027025001210930825,0.027025001210930825,180,0,"In vertical=travel, higher headline_area_relative is associated with higher overall_roas (spearman=0.027, n=180)."
vertical=food_delivery,logo_in_top_left,overall_ctr,0.026930271910291813,0.026930271910291813,180,0,"In vertical=food_delivery, higher logo_in_top_left is associated with higher overall_ctr (spearman=0.027, n=180)."
vertical=fintech,badge_y_relative,overall_roas,0.02686516058162051,0.02686516058162051,180,0,"In vertical=fintech, higher badge_y_relative is associated with higher overall_roas (spearman=0.027, n=180)."
vertical=travel,text_density_meta,overall_ctr,-0.026837952176258582,0.026837952176258582,180,0,"In vertical=travel, higher text_density_meta is associated with lower overall_ctr (spearman=-0.027, n=180)."
all,top_zone_element_count,cvr_decay_pct,-0.026774144673821883,0.026774144673821883,1080,0,"In all, higher top_zone_element_count is associated with lower cvr_decay_pct (spearman=-0.027, n=1080)."
vertical=fintech,bottom_text_ratio,cvr_decay_pct,0.026745678727526544,0.026745678727526544,180,0,"In vertical=fintech, higher bottom_text_ratio is associated with higher cvr_decay_pct (spearman=0.027, n=180)."
vertical=travel,product_zone_coverage,perf_score,0.026729269215808336,0.026729269215808336,180,0,"In vertical=travel, higher product_zone_coverage is associated with higher perf_score (spearman=0.027, n=180)."
vertical=entertainment,bottom_text_ratio,overall_ctr,-0.026300448488657174,0.026300448488657174,180,0,"In vertical=entertainment, higher bottom_text_ratio is associated with lower overall_ctr (spearman=-0.026, n=180)."
all,has_discount_text,cvr_decay_pct,0.02628784632596327,0.02628784632596327,1080,0,"In all, higher has_discount_text is associated with higher cvr_decay_pct (spearman=0.026, n=1080)."
all,has_price_meta,cvr_decay_pct,0.026219584038526818,0.026219584038526818,1080,0,"In all, higher has_price_meta is associated with higher cvr_decay_pct (spearman=0.026, n=1080)."
vertical=ecommerce,brand_visibility_meta,overall_ipm,0.025888229566660845,0.025888229566660845,180,0,"In vertical=ecommerce, higher brand_visibility_meta is associated with higher overall_ipm (spearman=0.026, n=180)."
vertical=entertainment,text_density_meta,overall_ctr,0.025728151856203443,0.025728151856203443,180,0,"In vertical=entertainment, higher text_density_meta is associated with higher overall_ctr (spearman=0.026, n=180)."
vertical=entertainment,has_price_text,ctr_decay_pct,0.025660407960988937,0.025660407960988937,180,0,"In vertical=entertainment, higher has_price_text is associated with higher ctr_decay_pct (spearman=0.026, n=180)."
vertical=entertainment,has_price_meta,ctr_decay_pct,0.025660407960988937,0.025660407960988937,180,0,"In vertical=entertainment, higher has_price_meta is associated with higher ctr_decay_pct (spearman=0.026, n=180)."
all,text_area_total_rel,ctr_decay_pct,-0.02564954194169296,0.02564954194169296,1080,0,"In all, higher text_area_total_rel is associated with lower ctr_decay_pct (spearman=-0.026, n=1080)."
vertical=travel,brand_visibility_meta,overall_roas,0.02546754285956161,0.02546754285956161,180,0,"In vertical=travel, higher brand_visibility_meta is associated with higher overall_roas (spearman=0.025, n=180)."
vertical=travel,headline_area_relative,cvr_decay_pct,-0.02529546702044803,0.02529546702044803,180,0,"In vertical=travel, higher headline_area_relative is associated with lower cvr_decay_pct (spearman=-0.025, n=180)."
vertical=fintech,has_price_meta,perf_score,-0.0252466461350554,0.0252466461350554,180,0,"In vertical=fintech, higher has_price_meta is associated with lower perf_score (spearman=-0.025, n=180)."
vertical=fintech,bottom_text_ratio,perf_score,-0.02506590794010373,0.02506590794010373,180,0,"In vertical=fintech, higher bottom_text_ratio is associated with lower perf_score (spearman=-0.025, n=180)."
vertical=entertainment,badge_in_top_right,overall_ctr,0.02504848842607569,0.02504848842607569,180,0,"In vertical=entertainment, higher badge_in_top_right is associated with higher overall_ctr (spearman=0.025, n=180)."
vertical=gaming,top_zone_element_count,ctr_decay_pct,-0.02498242731884731,0.02498242731884731,180,0,"In vertical=gaming, higher top_zone_element_count is associated with lower ctr_decay_pct (spearman=-0.025, n=180)."
vertical=ecommerce,badge_y_relative,overall_ctr,-0.02474033256624923,0.02474033256624923,180,0,"In vertical=ecommerce, higher badge_y_relative is associated with lower overall_ctr (spearman=-0.025, n=180)."
vertical=entertainment,text_density_meta,cvr_decay_pct,-0.024704253324209106,0.024704253324209106,180,0,"In vertical=entertainment, higher text_density_meta is associated with lower cvr_decay_pct (spearman=-0.025, n=180)."
vertical=travel,product_zone_coverage,overall_ctr,0.024621262563211184,0.024621262563211184,180,0,"In vertical=travel, higher product_zone_coverage is associated with higher overall_ctr (spearman=0.025, n=180)."
vertical=fintech,has_discount_badge_meta,overall_roas,0.024578540776684425,0.024578540776684425,180,0,"In vertical=fintech, higher has_discount_badge_meta is associated with higher overall_roas (spearman=0.025, n=180)."
vertical=fintech,bottom_text_ratio,overall_ctr,0.024464369268808676,0.024464369268808676,180,0,"In vertical=fintech, higher bottom_text_ratio is associated with higher overall_ctr (spearman=0.024, n=180)."
all,product_zone_coverage,ctr_decay_pct,0.024456288888073087,0.024456288888073087,1080,0,"In all, higher product_zone_coverage is associated with higher ctr_decay_pct (spearman=0.024, n=1080)."
vertical=entertainment,has_discount_badge_meta,ctr_decay_pct,-0.024326611950973787,0.024326611950973787,180,0,"In vertical=entertainment, higher has_discount_badge_meta is associated with lower ctr_decay_pct (spearman=-0.024, n=180)."
vertical=food_delivery,has_discount_badge_meta,cvr_decay_pct,-0.0242647603806481,0.0242647603806481,180,0,"In vertical=food_delivery, higher has_discount_badge_meta is associated with lower cvr_decay_pct (spearman=-0.024, n=180)."
all,has_price_text,cvr_decay_pct,0.024130297824128025,0.024130297824128025,1080,0,"In all, higher has_price_text is associated with higher cvr_decay_pct (spearman=0.024, n=1080)."
vertical=fintech,has_discount_badge_meta,cvr_decay_pct,0.02396021270683073,0.02396021270683073,180,0,"In vertical=fintech, higher has_discount_badge_meta is associated with higher cvr_decay_pct (spearman=0.024, n=180)."
vertical=entertainment,badge_in_top_right,overall_roas,0.023096658159108753,0.023096658159108753,180,0,"In vertical=entertainment, higher badge_in_top_right is associated with higher overall_roas (spearman=0.023, n=180)."
